smiles_A,static_polarizability,static_polarizability_pred,static_polarizability_original,static_polarizability_pred_original,error
CCOC(=O)/C(=C/C1=CC=C(O1)C2=CC=CC=C2)/F,0.15577889447236182,0.15378779,149.3709735438505,147.81737,0.010400989919795123
CCCCCCCCCCCCCCOC(=O)C=C,0.16080402010050251,0.12325019,153.29195078021053,123.989655,0.19115352169539832
CCCCCCCCCCCCCOC(=O)C=C,0.16080402010050251,0.12622404,153.29195078021053,126.310074,0.17601626693601144
CCCCCCCCCCCCCCCOC(=O)C=C,0.16080402010050251,0.17519492,153.29195078021053,164.5208,0.07325138007658043
CCCCCCCCCCCCCCCCOC(=O)C=C,0.16080402010050251,0.1611777,153.29195078021053,153.58353,0.0019020948564720023
COC1=CC=C(C(=C1)Br)/C=C/C(=O)OCCl,0.1658291457286432,0.10808313,157.21292801657054,112.15519,0.28660326520768836
COC1=CC(=C(C(=C1)Br)/C=C/C(=O)OC[N+1]=O)[O-1],0.1658291457286432,0.14468789,157.21292801657054,140.71695,0.1049276211682872
COC1=C(C=C(C=C1)/C=C/C(=O)OC)OCC2CC2,0.1708542713567839,0.1397467,161.13390525293053,136.86147,0.15063521088704904
COC1=C(C(=CC(=C1)/C=C/C(=O)OC)Br)OCC2=CN=CC=C2,0.1708542713567839,0.16619399,161.13390525293053,157.4976,0.02256695061852733
COC1=C(C=C(C=C1)/C=C/C(=O)OC)OC2CCCC2,0.1708542713567839,0.15434998,161.13390525293053,148.25603,0.07992034954429081
CCOC(=O)/C(=C/N(C)C)/C(=O)C1=C(C=CC(=C1)Cl)Cl,0.17587939698492464,0.11711848,165.05488248929058,119.20524,0.2777842342832865
CCOC(=O)/C(=C/N(C)C)/C(=O)C1=CC(=C(C=C1Cl)Cl)F,0.17587939698492464,0.12943411,165.05488248929058,128.8148,0.2195638072959977
CCOC(=O)/C(=C/N(C)C)/C(=O)C1=C(C=CC(=C1)I)F,0.17587939698492464,0.13951343,165.05488248929058,136.67944,0.17191517574014625
CCOC(=O)/C=C/C1=C(C=C(C=C1)OCCOC)OC,0.18090452261306533,0.14382833,168.9758597256506,140.04625,0.17120558157225715
CC1=CC=C(C=C1)S(=O)(=O)OCCOC(=O)C=C,0.18090452261306533,0.07535094,168.9758597256506,86.6151,0.4874114137574041
CC1=CC(=CC(=C1Cl)C)/C=C/C(=O)OC(C)(C)C,0.18090452261306533,0.13781923,168.9758597256506,135.35751,0.1989535449175936
CCOC(=O)/C=C/C1=C(C=CC(=C1)Br)OCCN,0.18090452261306533,0.12605095,168.9758597256506,126.17502,0.25329559787176237
CC(=C)C(=O)OC(CSCC1=CC=CC=C1)CSCC2=CC=CC=C2,0.18592964824120603,0.2000198,172.8968369620106,183.89102,0.06358811971164452
CC(=C)C(=O)OCCOC1=CC=C(C=C1)/C=C/C(=O)OC,0.18592964824120603,0.14925939,172.8968369620106,144.28397,0.16549100261356653
CC(=C)C(=O)OC1=CC=C(C=C1)/C=C/C(=O)OCCO,0.18592964824120603,0.2305777,172.8968369620106,207.73457,0.2014943535948078
CCOC(=O)/C(=C/C1=CC=C(C=C1)Cl)/P(=O)(OCC)OCC,0.19095477386934673,0.12952715,176.81781419837063,128.8874,0.27107228431797054
CCOC(=O)/C(=C/C1=CC(=CC=C1)Cl)/P(=O)(OCC)OCC,0.19095477386934673,0.13301522,176.81781419837063,131.60905,0.25567989197186636
CCCC(=C(C=NC1=CC=CC=C1OC)C(=O)OCC)O,0.19095477386934673,0.14559823,176.81781419837063,141.42726,0.20015264302570304
CCOC(=O)/C=C/[C@H1]1COC[C@H1](N1C(=O)CC=C)C2=CC(=C(C(=C2)C)O)OO,0.19597989949748745,0.120835185,180.73879143473064,122.10529,0.32441014845437266
CCOC(=O)/C=C/[C@H1]1COC[C@H1](N1C(=O)CC=C)C2=CC(=C(C(=C2)F)F)F,0.19597989949748745,0.13458335,180.73879143473064,132.83264,0.2650573761884884
CCOC(=O)C(=CN(C)C)C(=O)C1=CC=C(C(=C1Cl)C#N)Cl,0.19597989949748745,0.12054205,180.73879143473064,121.876564,0.325675672287033
CCOC(=O)/C=C/C1=C(N(N=C1C)C)N2C=CC3=C2N=CC=C3,0.20100502512562815,0.15966535,184.65976867109066,152.40347,0.17467960673206404
CCOC(=O)/C=C/C1=NOC(=C1C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)F)F,0.20100502512562815,0.15491685,184.65976867109066,148.69835,0.19474420406168932
CCOC(=O)/C(=C/C1=C(N=CN1C2=C(C=C(C=C2)Cl)Cl)O)CC(C)CC,0.20100502512562815,0.17866457,184.65976867109066,167.22807,0.09439898943024337
CCOC(=O)/C=C/C1=C(C(=CC=C1)Br)OCCNC(=O)OC(C)(C)C,0.20603015075376885,0.15387136,188.58074590745068,147.88257,0.21581300547007606
COC(=O)/C=C/C1=CC=C(C=C1)S(=O)(=O)NCC2=CC=CC=C2,0.20603015075376885,0.17630905,188.58074590745068,165.39014,0.12297442709279492
CCOC(=O)C=C(C1=C(OC=C1)COC)P(=O)(OCC)OCC,0.20603015075376885,0.1442945,188.58074590745068,140.40999,0.255438365525243
CCOC(=O)/C=C(/C1=C(OC(=C1)Br)CBr)/NCC2=CC=C(C=C2)Cl,0.20603015075376885,0.18340468,188.58074590745068,170.92667,0.0936154937914452
CCOC(=O)/C=C/C1=CC2=C(C=C1)N=C(N2C)C3(CCC3)N,0.20603015075376885,0.17254984,188.58074590745068,162.45692,0.1385285721682045
CCOC(=O)/C=C/C1=C(C=CC(=C1)Br)NCCCCCC,0.21105527638190955,0.13767132,192.5017231438107,135.2421,0.29744994622083765
CCOC(=O)/C=C/C1=C(N=C(N=C1NC2CCOC2)SC)C,0.21105527638190955,0.15723222,192.5017231438107,150.50497,0.2181629758565961
CCOC(=O)/C=C/C1=C(N(N=C1)C2=CC=CC=C2CC3=C)C=CC=C3,0.21105527638190955,0.21095142,192.5017231438107,192.42068,0.0004209745660148072
CCOC(=O)/C=C/C1=C(C=CC(=C1)Br)N2CCCCCC2,0.21105527638190955,0.15172979,192.5017231438107,146.21156,0.24046621130179452
CC1=C(C=CC(=C1)/C=C/C(=O)OC(C)(C)CC2=C)C=CC=C2Cl,0.21105527638190955,0.15969136,192.5017231438107,152.42377,0.2081953106675634
CCOC(=O)/C(=C/C1=CC(=C(C(=C1)O)O)CO)C/P(=O)(OCC)OCC,0.21608040201005024,0.185934,196.42270038017068,172.90024,0.11975429671587975
CCOC(=O)/C(=C/C1=CC(=CC=C1)C(F)(F)F)/P(=O)(OCC)OCC,0.21608040201005024,0.1377163,196.42270038017068,135.27719,0.3112955330504869
CCOC(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+1]=O)[O-1],0.21608040201005024,0.07936734,196.42270038017068,89.748985,0.54308241808701
CCOC(=O)/C(=C(/C1=CC(=C(C(=C1F)F)F)F)/O)/C=NC2CC2,0.21608040201005024,0.16498902,196.42270038017068,156.5574,0.20295666813743718
CCOC(=O)/C=C(/C1=C(OC(=C1)Br)C)/P(=O)(OCC)OCC,0.22110552763819097,0.15643519,200.34367761653073,149.88307,0.25187021780493196
CCOC(=O)/C=C/C1=CC(=C(C=C1)OCC2=CC(=CC=C2)F)Br,0.22110552763819097,0.15896127,200.34367761653073,151.8541,0.24203200587321846
CCOC(=O)/C=C/C1=C2C(=CC=C1)C3=C(N2)N=CC(=C3)C,0.22110552763819097,0.17230308,200.34367761653073,162.26437,0.19006990532598597
CCOC(=O)/C=C(/C1=C(OC(=C1)Br)C)Br,0.22110552763819097,0.13316333,200.34367761653073,131.72462,0.34250670547279494
CCOC(=O)/C=C/C1=CC(=C(C=C1)Br)NC(=O)OC(C)(C)CBr,0.22613065326633167,0.15573359,204.26465485289077,149.33562,0.26891112330236666
CCOC(=O)/C=C/C1=C(C=C(C=C1)OCCOC)OCCC2CC2,0.22613065326633167,0.18408996,204.26465485289077,171.46138,0.1605920264160852
CCOC(=O)/C=C/C1=CC(=C(C=C1)Cl)OC2=CC=CC=C2C=O,0.22613065326633167,0.15904576,204.26465485289077,151.92003,0.25625885302606743
CCOC(=O)/C=C/C1=CC(=C(C=C1)Cl)OC2=CC=CC=C2COC,0.22613065326633167,0.1719434,204.26465485289077,161.98372,0.2069909550003682
CCOC(=O)/C(=C/C1=CC=C(O1)C2=CC=C(C=C2)OC)/C#N,0.23115577889447236,0.15727851,208.18563208925076,150.54109,0.276890098475157
CCOC(=O)/C=C/C1=CC(=C(C=C1)OCC2=CC=C(C=C2)C)Br,0.23115577889447236,0.1763714,208.18563208925076,165.43878,0.20533045398946462
CCOC(=O)/C=C/C1=CC(=C(C(=C1)Cl)OCC2=CC=C(C=C2)Cl)OC,0.23618090452261306,0.18336394,212.10660932561078,170.89488,0.19429723220079892
CCOC(=O)/C=C/C1=CC(=C(C=C1)OCC2=CC=CC=C2Cl)I,0.23618090452261306,0.19097942,212.10660932561078,176.83705,0.16628222027662481
CCOC(=O)/C=C/C1=CC(=C(C=C1)OCC2=CC=C(C=C2)[N+1](=O)[O-1])CCl,0.23618090452261306,0.20120907,212.10660932561078,184.81898,0.12865051413069933
CCOC(=O)/C=C/C1=CC(=C(C=C1)OCC2=CC=C(C=C2)[N+1](=O)[O-1])Br,0.23618090452261306,0.18362987,212.10660932561078,171.10239,0.19331893042547615
CCOC(=O)/C=C/C1=CN=C(C=N1)N[C@@H1]2CCN(C2)CC3CCCCC3,0.24120603015075376,0.17830539,216.02758656197076,166.94781,0.22719214893642875
CCOC(=O)/C=C/C1=CC(=C(C=C1)OCC2=CC(=CC=C2)Br)I,0.24120603015075376,0.17562073,216.02758656197076,164.85306,0.23688885996031092
CCOC(=O)/C=C/C1=CC(=C(C=C1)OCC2=CC=CC=C2Cl)OC,0.24623115577889448,0.1587469,219.9485637983308,151.68683,0.31035317533438517
CCOC(=O)/C=C/C1=CC(=NN1CC2=C(C=C(C=C2)Cl)Cl)OCCOC,0.25125628140703515,0.18047258,223.8695410346908,168.63882,0.24670938403023585
CCOC(=O)/C=C/C1=CC(=C(C=C1)OCC2=CC=CC=C2C)Br,0.25125628140703515,0.16407394,223.8695410346908,155.84338,0.303865174919383
CC(C)OC(=O)C(=CC1=CC(=C(C=C1)OC)OCC2=CC=C(C=C2)[N+1](=O)[O-1])C(=O)CC(=C)CC(=O)NOOC=COC,0.2562814070351759,0.20906815,227.79051827105084,190.95122,0.16172446903978727
CC(C)COC1=CC=CC=C1C2=C(C3=C(S2)C=C(C=C3)O)OC4=CC=C(C=C4)/C=C/C(=O)OC,0.2562814070351759,0.3035955,227.79051827105084,264.7085,0.16206986183143052
CC(C)COC1=CC=CC=C1OC(=O)/C=C/C2=C(C(=CC=C2)OC)OCC3CC3,0.2562814070351759,0.25786752,227.79051827105084,229.02812,0.0054330781043252395
CCOC(=O)/C=C/C1=C(N(N=C1C)C)N2C=CC3=C2C=C(C=C3)OC,0.2613065326633166,0.16988516,231.71149550741086,160.37773,0.3078559569431772
CCOC(=O)/C=C/C1=C(C=C(C=C1)OCCOC)OC2=NC=C(S2)Br,0.2663316582914573,0.1555255,235.63247274377085,149.17326,0.3669239990023904
CCOC(=O)/C=C/C1=C(C=C(C=C1)OCCOC)OC2=C(C=CC(=C2)C(F)(F)F)F,0.2663316582914573,0.18452168,235.63247274377085,171.79823,0.27090595353110897
CCOC(=O)/C=C/C1=CN=C(C(=C1)C)N[C@@H1]2CCN(C2)CC3=CC=CC=C3,0.2663316582914573,0.20102727,235.63247274377085,184.67712,0.21624926363923835
COC(=O)/C(=C/C1=CC=C(O1)C2=C3C=C(C=C2)S(=O)(=O)C4)CC=CC=C43,0.271356783919598,0.22997421,239.5534499801309,207.26369,0.13479147492561688
CC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2C/C=C/C=O)OC(C)(C)CC,0.271356783919598,0.84637904,239.5534499801309,688.22864,1.87296483416288
CC1=CC=C(C=C1)OC2=C(C(=O)N3C=CC=CC3=N2)/C=C(/C#N)/C(=O)OCC,0.271356783919598,0.2005279,239.5534499801309,184.28749,0.2307040835353789
COC(=O)/C(=C/C1=CC=C(O1)C2=CC=C(C=C2)S(=O)(=O)C3)CC=CC=C3/C#N,0.271356783919598,0.21751362,239.5534499801309,197.541,0.1753781864440047
CC1=CC(=C(C=C1)NC(=O)COC)C=O,0.2763819095477387,0.7619611,243.4744272164909,622.35944,1.556159359938738
CCOC(=O)/C=C/C1=CC(=C(C(=C1)I)OCC2=CC=CC=C2Cl)OC,0.2763819095477387,0.19861293,243.4744272164909,182.79327,0.24923008951882084
CC1=CC(=CC(=C1/C=C/C(=O)OC(C)(C)C)OC)C2=CC=CC=C2Br,0.2763819095477387,0.19418359,243.4744272164909,179.33717,0.2634250113567275
CC1=CC=C(C=C1)S(=O)(=O)/C(=C/NC2=CC(=C(C=C2)OC)OC)/C(=O)OCC,0.2763819095477387,0.23333174,243.4744272164909,209.88348,0.13796497526988324
CCOC(=O)/C=C/C1=C(C=C(CC1)OCCCS(=O)=O)COC2=C(C=C(C=N2)C(F)CF)F,0.2814070351758794,0.18218693,247.3954044528509,169.97649,0.3129359594129036
CCOC(=O)/C=C/C1=C(C=C(C=C1)OCCS(=O)=O)COC2=C(C=C(C=N2)C(F)(F)F)F,0.2814070351758794,0.20060307,247.3954044528509,184.34613,0.2548522444109232
CCOC(=O)/C=C/C1=C(C=C(CC1)OCCS(=O)=O)COC2=C(C=C(C=N2)C(F)F)F,0.2814070351758794,0.2233578,247.3954044528509,202.10106,0.18308482970031179
CCOC(=O)/C=C/C1=C(C=C(CC1)OCCCS(=O)=O)COC2=C(C=C(C=N2)C(F)F)F,0.2814070351758794,0.19561434,247.3954044528509,180.45355,0.27058648221379983
CCOC(=O)/C=C/C1=CC=C(C=C1)OCCSC=CC=CC=C,0.2814070351758794,0.15211016,247.3954044528509,146.50835,0.40779681465126394
CCOC(=O)/C=C/C1=C(C=C(C=C1)OCCCS(=O)=O)COC2=C(C=C(C=N2)C(F)(F)F)F,0.2864321608040201,0.20736662,251.31638168921094,189.62355,0.2454787501694338
CC1=C(C=C(C=C1)S(=O)(=O)/C(=C/NC2=CC(=C(C=C2)OC)OC)/C(=O)OC)CC,0.2864321608040201,0.21732455,251.31638168921094,197.39348,0.21456183211462804
CC(C)(C)OC(=O)/C=C/C1=CN=C(C=C1)NCC(=O)C2=CC=C(C=C2)C(C=NC3=CC=N)C=C3O,0.2914572864321608,0.24858245,255.23735892557093,221.78322,0.13107070486314404
CC(C)(C)OC(=O)/C=C/C1=CN=C(C=C1)N[C@@H1]2CCN(C2)CC3=CC=CC=C3,0.2914572864321608,0.2404373,255.23735892557093,215.42776,0.15597087432879123
CC(C)(C)OC(=O)/C=C/C1=CN=C(C=C1)NCC(=O)C2=CC=C(C=C2)C(C=NC3=CC=C)C=N3,0.2914572864321608,0.27148348,255.23735892557093,239.65231,0.06106098949916563
CC(=O)NC(=CC1=C(C=C(C=C1)C#N)OC[C@@H1](CCC(=O)OCC2=CC=CC=C2)C)CCC(=O)OOC,0.2964824120603015,0.35463747,259.15833616193095,304.53525,0.17509339005962127
CC(=O)NC1=CC=CC(=C1)C2=NC(=C(C=C2)/C=C/C(=O)OCC3=CC=CC=C3)C=CC(=O)C(=O)OOC,0.2964824120603015,0.11348724,259.15833616193095,116.37188,0.5509622368275909
CC1=CC(=C(C=C1)COC2=C(C=C(C=C2)/C=C/C(=O)OC3C=C)Cl)NN3C,0.2964824120603015,0.19821164,259.15833616193095,182.48016,0.29587384192728056
CC(=O)NC1=CC=CC(=C1)C2=NC(=C(C(=C2)Br)OC(=O)/C=C3/C=CC=C3C=C)Br,0.2964824120603015,0.22826976,259.15833616193095,205.93375,0.20537479369671438
CC(=O)NC1=CC=CC(=C1)C2=CC=C(C=C2)/C=C(/C(=O)OC)/C(=O)OC,0.2964824120603015,0.12517998,259.15833616193095,125.49542,0.5157577247105514
CCOC(=O)/C(=C/C1=CC=C(C=C1)C2=CC(=CC=C2)NC)/C(=O)C3=CC=CC=C3,0.30150753768844224,0.2364761,263.079313398291,212.33694,0.19287859681080685
C1CC(CC1)NC(=O)COC(=O)/C=C/C2=CC=C(C=C2)OCC3=C(C=CC=C3Cl)Cl,0.30150753768844224,0.25340617,263.079313398291,225.54704,0.1426652292298978
CC(C)(C)OC(=O)/C=C/C1=CN=C(C=C12)NC(=O)C3C2(CO)C=C(C(=O)N3)CC(C)F,0.30150753768844224,0.20220554,263.079313398291,185.5965,0.2945226510415664
CCOC(=O)/C(=C/C1=CC=C(C=C1)C2=CC(=CC=C2)NC/C)C=O,0.30150753768844224,0.17534143,263.079313398291,164.63512,0.37419968734714687
CCOC(=O)/C(=C/C1=CC=C(O1)C2=CC=C(C=C2)S)C=O,0.30150753768844224,0.15287963,263.079313398291,147.10875,0.44081977602346867
CC1NCC[C@H1]1CN=CC(=C(C2=CC(=C(N=C2F)F)I)O)C(=O)/C=C/C=C3C(=C=CC=C3)N=CN,0.3065326633165829,0.3468622,267.000290634651,298.46838,0.11785789850495251
CCOC(=O)/C=C/C1=CC=C(C=C1)NC(=O)C2(CCC2)NC(=O)OC(C)(C)CC,0.3065326633165829,0.22391438,267.000290634651,202.53535,0.24144144512787652
CCOC(=O)C(=C(C1=CC(=C(C(=C1F)Cl)F)F)O)C=NC2=C(C=C(C=N2)C)F,0.31155778894472363,0.206826,270.921267871011,189.20172,0.30163577530027086
CCOC(=O)C(=C(C1=CC(=C(C(=C1F)Cl)F)F)O)C=NC2=CC=C(C=N2)C,0.31155778894472363,0.1969701,270.921267871011,181.51143,0.33002148462029324
