smiles,static_polarizability,static_polarizability_pred,static_polarizability_original,static_polarizability_pred_original,error,vdw_volume,refractive_index,mw
C=CC(=O)OCC(C)S,0.0954773869346733,0.041822344,76.56835399056216,7.286808161236525,0.3577787959021993,137.74812512423952,1.237832075855314,146.21099999999998
C=CC(=O)OCCCCC,0.100502512562814,0.10469727,79.13402108392386,12.04382032553862,0.0270642791191437,154.35484639425704,1.362820598471076,142.198
C=CC(=O)Oc1ccc(O)cc1,0.1055276381909547,0.07895368,81.69968817728554,10.096103189731483,0.1660692563963851,150.56345145860166,1.3070113048251295,164.16
C=CC(=O)Oc1ccccn1,0.1105527638190954,0.057549037,84.26535527064725,8.476663556139808,0.3211520757551885,136.4147839653526,1.2826450777498557,149.14899999999997
C=CC(=O)OCC1CC(C)CC(C)C1,0.1155778894472361,0.088371865,86.83102236400893,10.808667378047943,0.1599718165741784,209.7360937481748,1.2313136200543675,196.28999999999996
C=CC(=O)Oc1ccccc1,0.1206030150753768,0.09112338,89.39668945737063,11.016842419482739,0.1683658828382616,140.14576933140825,1.36584555624966,148.16099999999997
C=CC(=O)OCCCCOc1ccccc1,0.1256281407035175,0.1416966,91.96235655073232,14.843127999968763,0.0892107729979043,218.2112600054732,1.3118455115618406,220.26800000000003
C=CC(=O)OCCCCCCCCCCCC,0.1306532663316583,0.17008936,94.52802364409402,16.991276924996683,0.2130034511290174,271.46614584873754,1.2848689417996018,240.38699999999992
C=CC(=O)OC1C=CC(C=O)C([O-])(O)C1[N+],0.135678391959799,0.15440017,97.0936907374557,15.804258944601022,0.0984485898443314,196.5651253423387,1.375183495561737,224.19199999999998
C=CC(=O)OC12CC3CC(CC(C3)C1)C2,0.1407035175879397,0.11064144,99.6593578308174,12.493546325958558,0.1540118998010572,204.4847165615344,1.2775328346258472,206.28499999999994
C=CC(=O)OCCCC(F)C(CF)C(F)C(F)C(F)(F)C(F)(F)C(F)(F)F,0.1457286432160804,0.14257365,102.22502492417908,14.909484141981581,0.0157577440301396,316.1070816484694,1.2106152656074782,424.24999999999994
C=CC(=O)OCCCCCCCCCC,0.1507537688442211,0.140165,104.7906920175408,14.727249695303327,0.0515912708466397,237.3674753036961,1.2821789350952952,212.33299999999994
C=CC(=O)OC12CC3CC(CC(C3)C1C)C2,0.1557788944723618,0.11237503,107.35635911090247,12.624706857549683,0.2064210440717497,221.8488798969911,1.257117871076497,220.31199999999995
C=CC(=O)OCCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,0.1608040201005025,0.3125209,109.92202620426416,27.76740997937643,0.7046972319769867,408.8850049026513,1.311285692243786,405.53800000000007
C=CC(=O)OCCCCOCC1CO1,0.1809045226130653,0.09724848,120.18469457771094,11.480257282310042,0.3553869868768202,198.4877394888616,1.26163494852809,200.23399999999998
C=CC(=O)OCCCCCCCCCCCCO,0.1959798994974874,0.15489519,127.88169585779602,15.841711333198228,0.1640307402174685,281.0644682510343,1.254488881187717,256.3859999999999
C=CC(=O)OCCCCCCCCCCC,0.2010050251256281,0.14796531,130.4473629511577,15.317408156170972,0.2075961182608225,255.7567271878535,1.2716260035622318,226.35999999999993
C=CC(=O)Oc1ccccc1N,0.2110552763819095,0.113030456,135.57869713788108,12.674295296903072,0.3691458194834612,152.90659303304352,1.3882410502537097,163.17599999999996
C=CC(=O)OCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,0.2160804020100502,0.24514368,138.14436423124278,22.6697617509418,0.1074149849645999,307.0208457571465,1.3412672997889312,321.37600000000003
C=CC(=O)Oc1ccccc1C(=O)c1ccccc1,0.2211055276381909,0.14860561,140.71003132460447,15.365852187561208,0.2630666931471687,232.2793283316124,1.302507615221824,252.26899999999998
C=CC(=O)OCCCCCCCCCCCCC(C)C,0.2261306532663316,0.19064158,143.27569841796617,18.546223654371968,0.1264665139849081,322.48598777231365,1.2600413487852475,282.46799999999996
C=CC(=O)OCCC(F)C(F)C(F)C(F)C(C)(F)C(F)C(CF)C(F)C(F)F,0.2311557788944723,0.17881837,145.8413655113279,17.651699280838734,0.1832250398722716,341.8231676659415,1.2318153703955217,434.31399999999996
C=CC(=O)OCCCOc1ccc(-c2ccccc2)cc1,0.236180904522613,0.2063627,148.40703260468953,19.735657405378735,0.1025842022829492,271.7891107043655,1.3350278424347524,282.339
C=CC(=O)Oc1ccccc1-c1ccccc1,0.2412060301507537,0.13148141,150.97269969805123,14.070263741000778,0.3710727568564451,211.9131835640028,1.3037227031982888,224.259
C=CC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,0.2462311557788944,0.14936313,153.53836679141295,15.42316488888673,0.3221194454987883,276.4069255019927,1.251762841990839,260.37699999999995
C=CC(=O)OCCCCOc1ccccc1Cc1ccccc1,0.2512562814070351,0.2247538,156.10403388477462,21.12709739554105,0.0866813634431166,306.2985616084879,1.3166312061460823,310.39300000000003
C=CC(=O)OCCc1ccc(N(CC)CC)cc1,0.2562814070351759,0.17293233,158.66970097813632,17.20637129938602,0.2682008685373763,255.4791476269552,1.3084801720221846,247.33799999999997
C=CC(=O)OCCCCCCCCCCCCCCCCCCBr,0.2613065326633166,0.2629226,161.23536807149802,24.014885222071673,0.005117473778953,395.4016632092336,1.2757578415568611,403.4450000000001
C=CC(=O)OCCCCCCCCCCOc1ccccc1,0.2663316582914573,0.2106139,163.8010351648597,20.057296115742876,0.1736722076139986,322.3860804710108,1.2830201139365858,304.42999999999995
C=CC(=O)Oc1ccc(-c2ccccc2)cc1,0.271356783919598,0.1359941,166.3667022582214,14.411686349175687,0.4154185814085047,211.95801081431364,1.311701696510296,224.25900000000001
C=CC(=O)OCCCCCCOc1ccc(-c2ccc(C3CCC(CCCO)CC3)cc2)cc1,0.2864321608040201,0.31759748,174.0637035383065,28.151495565625112,0.0914148334549495,474.8653973577461,1.2686619128436207,464.64600000000036
C=CC(=O)Oc1ccc(C(C)(C)C)cc1,0.2914572864321608,0.13713503,176.62937063166817,14.49800721241801,0.4460864464734237,207.6421904082464,1.3208919173358358,204.26899999999998
C=CC(=O)OCCCCCCCCCCCCCCCC(C)C,0.2964824120603015,0.19790652,179.19503772502986,19.095876912857307,0.2808652887930851,378.8683818611413,1.2259253904289298,324.54900000000004
C=CC(=O)OC(C)CCCCCCCCCCCCCCCCCC,0.3015075376884422,0.24235082,181.7607048183916,22.458458615679376,0.1661718626540512,407.0425462593661,1.2487544866145248,352.6030000000001
C=CC(=O)OCCCCCCCCCCCCCCCCCBr,0.3065326633165829,0.26909333,184.32637191175328,24.481752374688664,0.1037036216965864,377.4356754868115,1.2961007116476737,389.41800000000006
C=CC(=O)OCCCCCCCCCCCCCCC,0.3115577889447236,0.1783264,186.89203900511487,17.614477650160847,0.3639729870372479,323.3582829679402,1.2453808780281128,282.46799999999996
C=CC(=O)OCCCCCCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,0.321608040201005,0.34481704,192.02337319183832,30.210882132965974,0.0617100944417154,478.3521261043864,1.2876557472645027,461.64600000000013
C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCCC,0.3266331658291457,0.2494126,194.58904028520004,22.992741126988022,0.2026132638346549,461.3915999398126,1.223224167414646,394.6840000000003
C=CC(=O)OCCCCCCCCCC(O)CCCCCCCF,0.3316582914572864,0.2142955,197.1547073785617,20.335839838944946,0.3039321020084193,370.2657365324316,1.2475391039684427,344.51100000000014
C=CC(=O)Oc1c([N+])cccc1C=O,0.3417085427135678,0.11463691,202.28604156528507,12.795836930516948,0.5731263251318727,167.39100318788877,1.3546335116506152,189.17
C=CC(=O)OCCCCCCCCCCCCCCCCCCC,0.3517587939698492,0.22917569,207.4173757520085,21.461650226970317,0.3017441377103728,388.8711027455344,1.2488262736774274,338.57600000000014
C=CC(=O)OCCOc1ccc2ccccc2c1,0.3567839195979899,0.14227185,209.98304284537016,14.886650456719087,0.5215799843838579,225.9465534728155,1.3011796529752222,242.27400000000003
C=CC(=O)OCCCOc1ccc(-c2ccc(Cc3ccc(CCC=C4C=C=CC(C=CC(C=CCCCCC=C=CC#CC)CCCC)=C4)cc3)cc2)cc1,0.3618090452261306,0.4915309,212.54870993873183,41.31100838507027,0.3116075234750031,764.6504199935016,1.2432310348650055,743.044
C=CC(=O)OCCC(=O)N1Cc2ccccc2C1=O,0.371859296482412,0.13422641,217.68004412545525,14.277945868388239,0.5573670689744044,233.952318854554,1.2771975429374642,259.26099999999997
C=CC(=O)OCCCCCCCCCCCCCCCF,0.3869346733668342,0.18257046,225.3770454055404,17.93557616001878,0.462965437124556,327.87036445646766,1.246485286299983,300.45799999999997
C=CC(=O)Oc1ccc(C)c(C(C)C)c1,0.3919597989949749,0.15410355,227.94271249890204,15.781817169509704,0.5327730577786601,208.70678705639028,1.3503841435205075,204.26899999999998
C=CC(=O)OCCCCCCCCCCCCCCCCCCCC,0.3969849246231156,0.20432898,230.5083795922637,19.58178953794324,0.4267259591664807,408.9953041241292,1.2139711261038733,352.6030000000002
C=CC(=O)OCC(CF)CC(F)CC(F)CC(F)C(F)F,0.4020100502512563,0.14455765,233.0740466856254,15.059590277040495,0.5639705366838446,273.71873302237964,1.248002175166967,320.2729999999999
C=CC(=O)OCCOc1ccc(-c2ccc(C)cc2)cc1,0.4120603015075377,0.22989792,238.2053808723488,21.51629294568181,0.3904455813537434,273.4133386275113,1.3662882607031264,282.339
C=CC(=O)OCC(Cl)COc1ccccc1,0.4321608040201005,0.11667518,248.4680492457956,12.950049043373069,0.6482796635848768,217.6389418225284,1.269731593092777,240.68599999999998
C=CC(=O)OCC(c1ccccc1)C(C)C,0.4371859296482412,0.12159007,251.03371633915725,13.321901433564456,0.64187818538704,224.0154583113208,1.2695668358893988,218.296
C=CC(=O)Oc1ccc(C(=O)Nc2ccccc2)cc1,0.4422110552763819,0.19820881,253.5993834325189,19.11874767070356,0.4912459462276256,245.29538341295424,1.362379594075335,267.284
C=CC(=O)OCCCCCCCCCC(=CCCCCF)C(CC=CCCC)C(C)CCCCCOCO,0.4522613065326633,0.37131375,258.7307176192423,32.215579073428145,0.1597383313544637,588.0261359339429,1.2468831503298627,538.8290000000004
C=CC(=O)OCCOCCCCOc1ccc(-c2ccc(CCO)cc2)cc1,0.457286432160804,0.2829124,261.29638471260404,25.527280191124454,0.3407232470148731,373.66535738770096,1.3133195723449496,384.4720000000001
C=CC(=O)OCCCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,0.4623115577889447,0.31509534,263.86205180596573,27.962187821282214,0.2848604218772073,424.9925967529807,1.3007259698659432,419.56500000000005
C=CC(=O)OCCCC(C)COC(C)=O,0.4723618090452261,0.13920715,268.99338599268907,14.654780359886901,0.6323502063478551,217.1858817018648,1.309111907035192,214.26099999999997
C=CC(=O)OCCCCCCCCCCCCCCCC,0.4974874371859296,0.18656996,281.82172145949755,18.23817166766401,0.5632796595669959,340.5480781129634,1.2409732110422182,296.495
C=CC(=O)OCCCCCOc1ccc(-c2ccc(C3CCC(CCCC(CCCC)COCC=O)CC3)cc2)cc1,0.5025125628140703,0.26135483,284.38738855285925,23.896270355458103,0.4329564292432411,597.0608308922546,1.1772887244958496,576.8180000000006
C=CC(=O)OCCCCCCCCCCCCCCCCCCCCBr,0.5125628140703518,0.24629438,289.51872273958264,22.75682179610929,0.469565744349136,426.48532566395016,1.2400320821541202,431.4990000000002
C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCCCCCC,0.5175879396984925,0.3131448,292.08438983294434,27.814613214085735,0.3573695725693018,506.00154862689686,1.2477659939780994,436.76500000000044
C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.5276381909547738,0.4151721,297.2157240196677,35.53382877532391,0.1931982233266096,620.7342331431637,1.2587551238138888,534.9540000000006
C=CC(=O)Oc1ccc(C(C)(C)CC)cc1,0.5527638190954774,0.15324414,310.0440594864762,15.716795640512231,0.6579125076613666,223.8626556839712,1.322834766326155,218.29599999999996
C=CC(=O)OCCOCCOCCOCCOCCOc1ccc(-c2ccccc2)cc1,0.5728643216080402,0.282597,320.30672785992294,25.5034175525168,0.4626850106178005,427.6077148843576,1.2704129883129305,444.5240000000001
C=CC(=O)OCCc1ccc(C(c2ccccc2)c2ccccc2)cc1,0.5829145728643216,0.27383688,325.43806204664634,24.840641465897694,0.484900555166583,335.5545491612147,1.3422420864361946,342.43800000000005
C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.5879396984924623,0.43847388,328.00372914000803,37.296802634090625,0.2326571549745049,577.0719773435399,1.2949491132658495,492.8730000000006
C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCC,0.6080402010050251,0.2381672,338.2663975134548,22.141932895540677,0.5582736736664486,446.59250624462015,1.2220208283351366,380.65700000000027
C=CC(=O)OCCC(F)(F)C(F)C(CF)C(F)C(CF)C(F)C(F)C(F)(F)C(F)(F)F,0.6130653266331658,0.15221566,340.83206460681646,15.638982556951044,0.6903545838371636,356.5141976777956,1.195143317259127,488.284
C=CC(=O)OCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,0.6231155778894473,0.2928751,345.9633987935399,26.281041477289506,0.4873640619127636,341.7567627540837,1.3569910869617243,349.43000000000006
C=CC(=O)OCCc1ccc(-c2ccc(N(C)c3ccc(C)cc3)cc2)cc1,0.628140703517588,0.36244333,348.5290658869016,31.544457872546438,0.389225808033963,365.9127568269735,1.405850594719554,371.4800000000001
C=CC(=O)OCCCCOC=Cc1cccc(-c2ccccc2)n1,0.6331658291457286,0.2298654,351.09473298026325,21.513832536653524,0.5864861324999823,312.3496304083993,1.3161382571996874,323.39200000000005
C=CC(=O)OCCCCCCOc1ccccc1-c1ccccc1,0.6532663316582915,0.271159,361.35740135371,24.638037525901943,0.539885675705346,324.02603487087566,1.352544517198411,324.42
C=CC(=O)OCCC(=O)Nc1ccccc1-c1ccccc1,0.6683417085427136,0.22790739,369.0544026337951,21.365692761700544,0.6093181789991935,278.6792270091773,1.355793101173346,295.338
C=CC(=O)OCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,0.678391959798995,0.29564726,374.1857368205185,26.49077848503393,0.5222462305505184,358.51258268442496,1.3415377173099234,363.45700000000005
C=CC(=O)OCCc1ccc(Oc2ccc(Oc3ccccc3)cc2)cc1,0.6934673366834171,0.3097691,381.8827381006036,27.55921337531639,0.5129950329564027,339.025242994991,1.379829233548436,360.409
C=CC(=O)OCCCCCCCCCC(C)CC,0.6984924623115578,0.15046579,384.4484051939653,15.506590307679094,0.7278083288787915,288.335725409848,1.2420487700954637,254.41399999999993
C=CC(=O)OCC1C=Cc2ccccc2O1,0.7035175879396985,0.13383648,387.014072287327,14.248444414132436,0.7515509802047917,199.441672724468,1.3290764980800762,216.236
C=CC(=O)Oc1ccc(C2(c3ccccc3C=C)OC(=O)c3ccccc32)cc1,0.7135678391959799,0.25026736,392.14540647405033,23.05741084473145,0.6032106496087528,347.29491018660707,1.3036982116914833,382.4150000000001
C=CC(=O)OCC(CC)CCCCCCCCCBr,0.7236180904522613,0.15177187,397.2767406607737,15.605406144815058,0.734919036731236,309.4873763937863,1.2260251668889055,333.30999999999983
C=CC(=O)OCCCCl,0.7286432160804021,0.07421351,399.8424077541354,9.737469823692054,0.8356559814704446,135.2443519992173,1.331903662972966,148.589
C=CC(=O)Oc1ccc(-c2ccccc2Oc2ccccc2C=C)cc1C=C=CC=C1C2=CS3=C1C(C)C=CCC2(C)C=C3,0.7386934673366834,0.4293816,404.9737419408588,36.60889587518262,0.3899627014323996,556.3863694686563,1.30074131821263,594.7760000000002
C=CC(=O)Oc1ccc2c(C)cc(=O)[nH]c2c1,0.7437185929648241,0.14230606,407.5394090342205,14.88923872833218,0.7534531391975232,205.923880013676,1.3334552916496325,229.23499999999999
C=CC(=O)OCc1ccc(C)cc1,0.7587939698492463,0.10295389,415.2364103143056,11.91191909885565,0.8064100100784839,174.64763313074533,1.3127657782589932,176.21499999999997
C=CC(=O)Oc1ccc(C=CC(=O)c2ccc(NC(C)=O)cc2)cc1,0.7638190954773869,0.23319247,417.8020774076672,21.765553110630577,0.648443009771327,308.79970216232,1.32423354465724,335.35900000000004
C=CC(=O)OCCC(CF)C(CF)C(F)C(F)C(C)(F)C(SCF)C(F)C(F)(F)C(F)F,0.7788944723618091,0.20830363,425.4990786877524,19.88250493598352,0.6846672429439412,399.5952283095608,1.2228596222306292,512.4250000000001
C=CC(=O)OCC12CC3CC(CC(C3)C1)C2,0.7839195979899498,0.1378983,428.0647457811141,14.5557549491652,0.7705321507418775,224.4344240405617,1.2960604991036992,220.31199999999993
C=CC(=O)OCCCN1CCOCC1,0.8090452261306533,0.13165718,440.8930812479225,14.083562206403654,0.784436199112267,198.34305049647412,1.3268709598071329,199.24999999999994
C=CC(=O)OCc1ccccc1-c1ccccc1,0.8241206030150754,0.18843168,448.5900825280076,18.379026301616573,0.7235163647098299,228.7354337732965,1.3749140019976114,238.286
C=CC(=O)Oc1ccccc1CCC(C)(C)C,0.8291457286432161,0.18124545,451.1557496213693,17.835328110616356,0.7332212719885459,241.8830428437191,1.3407436988053918,232.32299999999992
C=CC(=O)Oc1cc(Br)c(Br)c(Br)c1Br,0.8341708542713568,0.19843048,453.721416714731,19.135518853646357,0.7153916830090142,219.88491594225263,1.4102225864897409,463.745
C=CC(=O)OCCCCCCOc1ccc(-c2ccc(C3CCC(C=CC4=C([SH]=COC(C)CCCCCCCCCCCCCC)C(C=CC)C=C4C)CC3)cc2)cc1,0.8391959798994975,0.3518263,456.28708380809263,30.741191068562266,0.5453479489510186,878.8573708152131,1.1541108032765186,837.3079999999994
C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.8442211055276382,0.110728204,458.8527509014543,12.500110745667357,0.816161226238121,217.93020591829125,1.2593051322174331,318.13499999999993
C=CC(=O)OCC1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.8693467336683417,0.10181705,471.6810863682628,11.825907678200217,0.8308069038232816,230.09051039924336,1.230656700816009,348.1359999999999
C=CC(=O)Oc1ccc(N(Br)c2ccccc2)cc1,0.8844221105527639,0.18326922,479.3780876483479,17.98844317762653,0.746771844737213,245.24205347754287,1.3387760031288496,318.16999999999996
C=CC(=O)OCCCCCCCCCC(C)C(C)CCCCOC(O)CC=CCCC=C,0.9045226130653268,0.22211012,489.6407560217947,20.92708097057504,0.7115784492402301,499.2676755942666,1.1860583901263466,450.70400000000035
C=CC(=O)Oc1ccc(C=CC(=O)c2ccc(OC(C)=O)cc2)cc1,0.9095477386934674,0.21010852,492.2064231151564,20.019059906803324,0.7255311688127511,305.7389236544746,1.299150316856965,336.343
C=CC(=O)OCCC1CC2CC1CC21CC=CC1,0.9195979899497488,0.14314204,497.3377573018797,14.95248758255927,0.7971109433252093,248.80410138861504,1.272636825172159,246.34999999999997
C=CC(=O)OC(C)(C)C,0.9246231155778896,0.10170618,499.9034243952414,11.817519438687121,0.8404720403752014,136.7279163522841,1.407043517981104,128.17099999999996
C=CC(=O)Oc1ccc(C=CC)cc1,0.9296482412060302,0.14011523,502.4690914886031,14.723484180010038,0.8022584966651086,184.0228026713723,1.3731301209737117,188.226
C=CC(=O)OCCCCOc1ccco1,0.9346733668341708,0.12368546,505.0347585819648,13.480435150470255,0.8198728147793632,201.1745858867276,1.306777406984198,210.229
C=CC(=O)OC(C)(C)CC,0.9396984924623116,0.04036149,507.6004256753265,7.176282381082617,0.9045943360606692,153.97811462280615,1.207979483088871,142.19799999999998
C=CC(=O)OCCOC=C,0.949748743718593,0.09262116,512.7317598620498,11.13016195928543,0.8535100419051053,139.53904220083967,1.3718506784317397,142.15399999999997
C=CC(=O)OCCOc1cc(C)ccc1C(=O)C=Cc1ccccc1,0.9547738693467336,0.2902637,515.2974269554115,26.08346730335158,0.6584109204758095,318.59964888451793,1.3828712686231013,336.38700000000006
C=CC(=O)OCC(CC)CC(C)CC,0.9597989949748744,0.1282396,517.8630940487733,13.824993796597882,0.8198448858654014,222.36322113270955,1.282812940501196,198.30599999999995
C=CC(=O)OCCCCCCOC=C,0.9798994974874372,0.07861866,528.1257624222201,10.070756134606768,0.8713169560659607,207.959654555766,1.2165622654835784,198.26199999999997
C=CC(=O)OCC1CCCO1,0.9899497487437188,0.049531445,533.2570966089435,7.870065901099846,0.9004048127426727,151.37518565377886,1.2334878854095297,156.18099999999998
C=CC(=O)OC(C)(C)CCCC,0.9949748743718592,0.11745336,535.8227637023051,13.008924845883223,0.8361611566452251,187.37053708372284,1.318911505630624,170.25199999999995
